ID_venta,Fecha_venta,Marca,Tipo,Capacidad_kg,Altura_torre_mm,Provincia,Cliente_tipo,Año_fabricación,Estado,Método_pago,Vendedor,Horas_uso,Precio_USD
VENT00289,2023-02-23,Linde,eléctrico,5000,4000,Santa Fe,particular,2025.0,nuevo,leasing,Autoelevadores Norte,382.62041216658065,68232.97
VENT01170,2023-02-24,Yale,diésel,2500,3000,,empresa logística,2023.0,usado,leasing,Grupo Industrial SA,3066.1987061493023,22714.92
VENT01070,2023-02-24,Toyota,gas,2500,6000,Córdoba,empresa logística,2023.0,nuevo,crédito,Forklift Solutions,1333.7451937537326,48404.79
VENT00965,2023-02-26,Yale,gas,2500,3000,Córdoba,empresa logística,2016.0,usado,contado,Potencia SRL,,20122.88
VENT00697,2023-02-26,Still,gas,5000,4000,Santa Fe,particular,2025.0,usado,,Autoelevadores Norte,3549.2303414906582,43744.14
VENT00111,2023-02-28,Linde,gas,2500,4000,Chubut,particular,2016.0,nuevo,crédito,Potencia SRL,3647.882187923553,43099.56
VENT00020,2023-03-02,Crown,eléctrico,2500,3000,Buenos Aires,distribuidor,,nuevo,crédito,Forklift Solutions,427.3839342944071,44942.96
VENT00023,2023-03-03,Linde,eléctrico,2500,4000,Santa Fe,distribuidor,2015.0,reacondicionado,contado,Forklift Solutions,5439.437224080131,28425.71
VENT00897,2023-03-04,Yale,diésel,1800,3000,,particular,2016.0,usado,contado,Potencia SRL,6687.35330003112,12000.0
VENT00270,2023-03-05,Crown,eléctrico,5000,6000,Buenos Aires,distribuidor,2016.0,usado,contado,Grupo Industrial SA,5559.44325099712,46970.18
VENT00417,2023-03-05,Yale,diésel,1800,4000,Chubut,distribuidor,,reacondicionado,leasing,Potencia SRL,3817.869195032855,21798.82
VENT00917,2023-03-06,Hyster,diésel,5000,4000,Córdoba,particular,2017.0,nuevo,contado,Grupo Industrial SA,2865.6116148205997,63970.0
VENT00251,2023-03-06,Toyota,gas,1800,4000,Córdoba,distribuidor,2024.0,nuevo,leasing,Forklift Solutions,455.1528161637363,38176.45
VENT01071,2023-03-09,Toyota,gas,2500,6000,Mendoza,distribuidor,2024.0,nuevo,,Autoelevadores Norte,680.0594321748243,50195.25
VENT00968,2023-03-10,Yale,gas,2500,3000,Buenos Aires,particular,,nuevo,,Grupo Industrial SA,1511.1517777430736,39927.72
VENT01022,2023-03-11,Toyota,diésel,1800,4700,Santa Fe,empresa logística,2021.0,usado,crédito,Potencia SRL,3009.9263159478387,13230.79
VENT01189,2023-03-16,Toyota,diésel,3500,6000,Córdoba,empresa logística,2024.0,usado,crédito,Potencia SRL,2000.9990817298421,35028.96
VENT00144,2023-03-16,Crown,eléctrico,5000,3000,Buenos Aires,particular,2021.0,usado,contado,Autoelevadores Norte,4490.886377239387,46196.34
VENT00742,2023-03-17,Still,diésel,2500,6000,Buenos Aires,,2020.0,nuevo,crédito,Potencia SRL,1083.162248653695,46916.62
VENT00037,2023-03-21,Yale,eléctrico,2500,6000,,,2020.0,reacondicionado,crédito,Potencia SRL,5554.490250089872,33758.95
VENT00017,2023-03-21,Crown,eléctrico,2500,4700,Buenos Aires,particular,2017.0,usado,contado,Forklift Solutions,4570.004067455495,25137.58
VENT00503,2023-03-28,Toyota,eléctrico,5000,4000,Chubut,empresa logística,2023.0,usado,leasing,Grupo Industrial SA,2862.1583224177275,47561.3
VENT00085,2023-03-31,Hyster,diésel,2500,4000,Neuquén,empresa logística,2024.0,nuevo,crédito,Grupo Industrial SA,667.3958647403626,43157.32
VENT00762,2023-04-01,Still,diésel,1800,3000,Chubut,distribuidor,2021.0,nuevo,leasing,Potencia SRL,1571.6841536086495,30697.48
VENT00047,2023-04-01,Toyota,eléctrico,3500,3000,Santa Fe,distribuidor,,usado,contado,Potencia SRL,,29487.43
VENT00103,2023-04-04,Linde,eléctrico,2500,4000,Buenos Aires,empresa logística,2023.0,reacondicionado,crédito,Grupo Industrial SA,2904.5791793429894,36759.37
VENT01040,2023-04-06,Hyster,gas,2500,3000,Buenos Aires,distribuidor,2018.0,reacondicionado,crédito,Grupo Industrial SA,6932.599412767528,27895.86
VENT00254,2023-04-08,Linde,eléctrico,3500,4000,Neuquén,empresa logística,2025.0,nuevo,crédito,Grupo Industrial SA,219.5060567801093,57454.34
VENT00123,2023-04-10,Yale,eléctrico,5000,4000,Neuquén,empresa logística,2018.0,reacondicionado,leasing,Forklift Solutions,8423.12470972001,52750.0
VENT01029,2023-04-11,Yale,gas,5000,3000,Neuquén,distribuidor,2021.0,usado,crédito,Potencia SRL,1716.2793406061032,47671.61
VENT01043,2023-04-11,Still,eléctrico,1800,4000,Chubut,particular,2015.0,nuevo,leasing,Potencia SRL,4129.451919727332,33004.52
VENT00376,2023-04-11,Still,eléctrico,3500,4000,Neuquén,particular,2025.0,usado,crédito,Grupo Industrial SA,1730.9606729422567,37575.79
VENT00411,2023-04-12,Yale,eléctrico,1800,6000,Neuquén,particular,2016.0,usado,contado,Grupo Industrial SA,5636.728822901536,16587.71
VENT00405,2023-04-13,Crown,diésel,2500,3000,Buenos Aires,distribuidor,,usado,crédito,Grupo Industrial SA,3099.942765696066,23570.87
VENT00167,2023-04-14,Linde,eléctrico,3500,4700,Neuquén,empresa logística,2020.0,nuevo,leasing,Autoelevadores Norte,,53909.36
VENT00642,2023-04-16,Linde,diésel,1800,3000,Santa Fe,empresa logística,2017.0,nuevo,crédito,Potencia SRL,2769.8332260662446,32787.21
VENT00707,2023-04-16,Hyster,eléctrico,5000,4000,Chubut,particular,2019.0,usado,leasing,Grupo Industrial SA,2205.097012355135,55150.35
VENT00308,2023-04-17,Toyota,diésel,2500,4000,,particular,2025.0,reacondicionado,leasing,Potencia SRL,779.1867407255759,31973.75
VENT00136,2023-04-17,Toyota,diésel,2500,3000,Córdoba,particular,2022.0,usado,,Forklift Solutions,3438.3876309343214,15985.28
VENT01204,2023-04-18,Crown,eléctrico,2500,6000,Buenos Aires,,2022.0,usado,contado,Grupo Industrial SA,4361.763399548884,26825.87
VENT00691,2023-04-18,Hyster,eléctrico,2500,4000,Buenos Aires,distribuidor,,nuevo,leasing,Potencia SRL,,46582.93
VENT00086,2023-04-20,Still,eléctrico,2500,4000,Chubut,particular,2020.0,usado,contado,Potencia SRL,5444.071658515806,26482.55
VENT00060,2023-04-20,Hyster,gas,2500,4000,Buenos Aires,particular,2021.0,nuevo,crédito,Forklift Solutions,1800.1302076524237,42159.25
VENT00217,2023-04-21,Linde,diésel,5000,4000,Córdoba,empresa logística,2015.0,usado,crédito,Potencia SRL,,41243.79
VENT00644,2023-04-24,Yale,diésel,2500,6000,,distribuidor,,nuevo,leasing,Forklift Solutions,950.3077553648624,48803.48
VENT00584,2023-04-25,Hyster,eléctrico,1800,3000,Neuquén,empresa logística,2015.0,nuevo,crédito,Grupo Industrial SA,3723.40194520089,30988.13
VENT00418,2023-04-25,Linde,eléctrico,5000,6000,Córdoba,empresa logística,2015.0,usado,crédito,Autoelevadores Norte,4713.449657410197,49350.93
VENT00083,2023-04-29,Hyster,diésel,2500,4700,Córdoba,particular,2019.0,usado,leasing,Autoelevadores Norte,5736.170125376414,16314.38
VENT00823,2023-05-02,Yale,eléctrico,3500,3000,Chubut,particular,2020.0,usado,leasing,Potencia SRL,4932.987372305472,34549.13
VENT00981,2023-05-03,Toyota,eléctrico,2500,4000,Santa Fe,,2025.0,reacondicionado,contado,Potencia SRL,1530.8873510117364,31025.69
VENT00754,2023-05-04,Crown,eléctrico,1800,4000,Mendoza,distribuidor,2018.0,nuevo,crédito,Grupo Industrial SA,4074.709794150941,32832.29
VENT00820,2023-05-05,Hyster,diésel,2500,4700,Neuquén,particular,2021.0,usado,crédito,Potencia SRL,3650.3908697765123,25959.4
VENT01163,2023-05-05,Crown,diésel,2500,3000,Santa Fe,empresa logística,,usado,leasing,Grupo Industrial SA,4400.901598201614,19363.78
VENT00703,2023-05-07,Crown,gas,3500,4000,Buenos Aires,particular,2019.0,nuevo,contado,Forklift Solutions,1913.9982808917393,49552.58
VENT00134,2023-05-08,Crown,gas,5000,6000,Córdoba,distribuidor,2020.0,nuevo,contado,Forklift Solutions,2019.8481089883269,69925.41
VENT00282,2023-05-09,Hyster,diésel,5000,4000,Chubut,empresa logística,2017.0,reacondicionado,contado,Forklift Solutions,3839.421625770283,53064.37
VENT00195,2023-05-10,Toyota,eléctrico,1800,6000,,empresa logística,2020.0,usado,contado,Grupo Industrial SA,,19093.57
VENT01037,2023-05-12,Linde,diésel,3500,4700,Neuquén,empresa logística,2017.0,usado,contado,Autoelevadores Norte,5804.322267485952,25286.48
VENT00395,2023-05-13,Hyster,gas,1800,4700,Buenos Aires,empresa logística,2022.0,nuevo,crédito,Potencia SRL,1463.6722687628235,34280.33
VENT00181,2023-05-13,Hyster,eléctrico,3500,4700,Santa Fe,empresa logística,2022.0,nuevo,leasing,Forklift Solutions,802.707617557809,56067.54
VENT00908,2023-05-15,Hyster,diésel,5000,6000,,particular,2015.0,reacondicionado,contado,Forklift Solutions,9466.252559389723,45238.18
VENT00769,2023-05-15,Crown,eléctrico,2500,4700,Mendoza,distribuidor,2021.0,reacondicionado,leasing,Autoelevadores Norte,3442.8787702544923,38014.92
VENT01182,2023-05-15,Crown,diésel,1800,4000,Córdoba,particular,2017.0,usado,crédito,Potencia SRL,3692.153399334599,15196.89
VENT00784,2023-05-20,Yale,gas,2500,3000,Córdoba,,2018.0,usado,leasing,Forklift Solutions,4169.488044133195,22053.23
VENT01193,2023-05-20,Crown,gas,3500,6000,Mendoza,particular,2016.0,reacondicionado,crédito,Forklift Solutions,3645.110335802852,42018.04
VENT00594,2023-05-20,Toyota,diésel,3500,4000,Buenos Aires,distribuidor,2015.0,usado,leasing,Forklift Solutions,4830.580416679006,29019.98
VENT00827,2023-05-21,Hyster,diésel,1800,4000,Santa Fe,distribuidor,2022.0,usado,crédito,Autoelevadores Norte,3293.5008627612888,12000.0
VENT00828,2023-05-22,Crown,diésel,2500,4000,Buenos Aires,distribuidor,2023.0,usado,leasing,Autoelevadores Norte,3752.643233912419,23408.82
VENT01142,2023-05-23,Still,diésel,1800,3000,Santa Fe,distribuidor,2018.0,usado,contado,Forklift Solutions,5674.650173619388,12000.0
VENT00570,2023-05-24,Hyster,eléctrico,2500,3000,Córdoba,,2022.0,usado,leasing,Grupo Industrial SA,2430.7675717790435,28194.38
VENT00196,2023-05-25,Hyster,eléctrico,2500,4000,Neuquén,particular,2021.0,usado,contado,Grupo Industrial SA,5104.980143147352,23221.46
VENT00715,2023-05-25,Linde,eléctrico,2500,6000,Chubut,particular,2018.0,usado,,Forklift Solutions,,24603.1
VENT01100,2023-05-27,Yale,diésel,1800,3000,Mendoza,particular,2015.0,nuevo,crédito,Potencia SRL,3788.1118383603725,25649.27
VENT00565,2023-05-27,Yale,gas,1800,6000,Mendoza,empresa logística,2023.0,nuevo,crédito,Potencia SRL,719.7533826610091,43464.59
VENT01056,2023-05-28,Still,eléctrico,1800,4700,,empresa logística,2022.0,usado,crédito,Forklift Solutions,3699.619418452454,18771.48
VENT00429,2023-05-28,Linde,diésel,1800,3000,Buenos Aires,particular,2017.0,nuevo,leasing,Forklift Solutions,1347.360938173788,29182.29
VENT00496,2023-05-31,Toyota,eléctrico,3500,4700,Mendoza,particular,2024.0,nuevo,crédito,Forklift Solutions,673.7860262900206,58340.01
VENT01069,2023-06-02,Crown,eléctrico,2500,3000,Córdoba,distribuidor,2015.0,usado,,Potencia SRL,4976.19152544377,17656.14
VENT00966,2023-06-04,Toyota,eléctrico,2500,6000,Mendoza,empresa logística,2023.0,usado,,Grupo Industrial SA,2321.63677827196,29964.94
VENT00331,2023-06-04,Crown,diésel,1800,4000,Córdoba,empresa logística,2022.0,nuevo,leasing,Forklift Solutions,834.5866825923946,33751.83
VENT00661,2023-06-04,Still,diésel,1800,6000,Chubut,distribuidor,,reacondicionado,leasing,Autoelevadores Norte,2406.360363579513,28625.7
VENT00064,2023-06-05,Still,eléctrico,5000,6000,Santa Fe,distribuidor,2021.0,usado,contado,Forklift Solutions,2329.031506127584,53661.04
VENT00546,2023-06-07,Crown,gas,2500,3000,Chubut,empresa logística,2025.0,reacondicionado,contado,Autoelevadores Norte,3327.3142626074073,27802.25
VENT00079,2023-06-08,Still,eléctrico,5000,3000,Buenos Aires,particular,2021.0,nuevo,contado,Autoelevadores Norte,1450.6575843561686,62591.25
VENT00735,2023-06-08,Crown,eléctrico,1800,4700,Neuquén,particular,2017.0,usado,leasing,Potencia SRL,4567.209937313661,18596.37
VENT00269,2023-06-09,Hyster,diésel,2500,4700,Santa Fe,particular,2019.0,usado,crédito,Grupo Industrial SA,4845.603892070334,19568.08
VENT00294,2023-06-10,Crown,diésel,2500,4700,,,2025.0,usado,contado,Autoelevadores Norte,1843.7056452098777,28943.51
VENT00995,2023-06-12,Crown,diésel,2500,4000,Córdoba,particular,2015.0,nuevo,,Autoelevadores Norte,2775.629010340419,40275.63
VENT00838,2023-06-14,Crown,eléctrico,2500,3000,Chubut,empresa logística,2015.0,usado,crédito,Forklift Solutions,4321.744963568803,24623.08
VENT00139,2023-06-15,Still,diésel,2500,6000,Chubut,distribuidor,2020.0,usado,contado,Grupo Industrial SA,3784.2873964460587,27366.27
VENT00658,2023-06-15,Linde,diésel,2500,3000,Córdoba,particular,2023.0,usado,contado,Grupo Industrial SA,1114.5713601416242,24332.57
VENT00608,2023-06-16,Crown,eléctrico,5000,6000,Buenos Aires,,2023.0,nuevo,contado,Autoelevadores Norte,825.1110582789445,71274.16
VENT00024,2023-06-19,Still,diésel,1800,3000,Córdoba,distribuidor,2018.0,usado,leasing,Autoelevadores Norte,2913.9757402135956,17928.55
VENT00161,2023-06-21,Linde,eléctrico,1800,4000,Neuquén,,,usado,contado,Potencia SRL,3934.8848231937113,19992.61
VENT00224,2023-06-21,Crown,eléctrico,3500,4700,Chubut,distribuidor,2016.0,nuevo,contado,Grupo Industrial SA,2458.1055282496773,52670.05
VENT00626,2023-06-23,Linde,eléctrico,3500,6000,Córdoba,empresa logística,2020.0,usado,contado,Forklift Solutions,,38203.28
VENT01236,2023-06-23,Linde,eléctrico,1800,6000,Santa Fe,empresa logística,2019.0,usado,crédito,Grupo Industrial SA,2775.925848617162,25373.39
VENT00623,2023-06-25,Yale,diésel,2500,4000,Córdoba,particular,2023.0,usado,contado,Grupo Industrial SA,2971.0556439883635,24464.01
VENT00244,2023-06-25,Hyster,diésel,3500,6000,Córdoba,empresa logística,2018.0,usado,leasing,Forklift Solutions,2901.154357575637,33203.4
VENT00444,2023-06-26,Toyota,eléctrico,2500,4700,Santa Fe,distribuidor,2023.0,reacondicionado,crédito,Autoelevadores Norte,805.8792288945822,40523.38
VENT00393,2023-06-28,Linde,gas,2500,4000,Santa Fe,empresa logística,2015.0,nuevo,leasing,Forklift Solutions,3207.2624769848157,39559.11
VENT01129,2023-06-29,Still,diésel,1800,4000,Chubut,particular,2017.0,usado,crédito,Forklift Solutions,3690.688910218878,13935.34
VENT00871,2023-06-30,Still,diésel,3500,4000,Buenos Aires,empresa logística,,usado,contado,Autoelevadores Norte,5873.817488191952,27939.06
VENT00349,2023-07-01,Toyota,diésel,5000,3000,Neuquén,distribuidor,2015.0,reacondicionado,contado,Forklift Solutions,6501.888612153384,44003.69
VENT00443,2023-07-01,Crown,gas,3500,4700,Chubut,distribuidor,2021.0,reacondicionado,contado,Autoelevadores Norte,3083.7066080582063,42725.42
VENT00001,2023-07-01,Still,eléctrico,2500,4700,Córdoba,empresa logística,,usado,contado,Autoelevadores Norte,7482.376469686164,18516.76
VENT00466,2023-07-02,Toyota,gas,1800,4700,Mendoza,empresa logística,2018.0,usado,leasing,Autoelevadores Norte,6230.114137194764,17577.81
VENT00283,2023-07-03,Still,gas,3500,4000,Neuquén,distribuidor,2020.0,reacondicionado,contado,Forklift Solutions,4281.974609910794,39773.23
VENT00449,2023-07-04,Hyster,gas,1800,4700,Santa Fe,particular,2020.0,usado,contado,Forklift Solutions,2322.0286000735678,22830.89
VENT00517,2023-07-04,Crown,eléctrico,5000,4000,Santa Fe,distribuidor,2019.0,nuevo,contado,Potencia SRL,1613.1252100550112,65330.22
VENT00640,2023-07-05,Linde,diésel,3500,4000,Córdoba,empresa logística,2021.0,usado,leasing,Potencia SRL,4015.871581854616,27059.83
VENT00740,2023-07-05,Hyster,diésel,2500,3000,Chubut,particular,2022.0,usado,contado,Forklift Solutions,3952.018794287451,17212.85
VENT00910,2023-07-09,Still,diésel,3500,6000,Chubut,particular,2021.0,usado,leasing,Potencia SRL,2949.6224053465066,34284.48
VENT00522,2023-07-11,Still,eléctrico,2500,3000,Buenos Aires,empresa logística,2022.0,usado,crédito,Forklift Solutions,2944.9507012831505,25694.06
VENT00956,2023-07-14,Still,diésel,1800,3000,Buenos Aires,particular,2025.0,reacondicionado,crédito,Forklift Solutions,3036.038217181955,19033.0
VENT00747,2023-07-15,Crown,gas,5000,4700,Chubut,particular,2021.0,usado,leasing,Potencia SRL,4730.660818480026,45922.39
VENT01077,2023-07-16,Still,diésel,3500,6000,Mendoza,particular,2019.0,usado,crédito,Potencia SRL,4564.770908595343,34342.91
VENT00252,2023-07-17,Crown,diésel,2500,4700,Neuquén,distribuidor,,usado,contado,Potencia SRL,3009.674386399119,25570.89
VENT00366,2023-07-18,Toyota,diésel,2500,4700,,distribuidor,2015.0,usado,crédito,Forklift Solutions,4311.715393691162,22930.7
VENT00178,2023-07-19,Hyster,gas,1800,4700,Mendoza,distribuidor,,usado,contado,Potencia SRL,2564.7828107389455,18842.07
VENT00361,2023-07-21,Crown,eléctrico,3500,6000,Santa Fe,particular,2017.0,nuevo,crédito,Potencia SRL,3065.0858361593323,52059.34
VENT00061,2023-07-22,Linde,eléctrico,5000,3000,Buenos Aires,particular,2018.0,usado,contado,Autoelevadores Norte,3582.8706523959954,45759.79
VENT00964,2023-07-23,Crown,diésel,2500,4700,Chubut,particular,2018.0,usado,contado,Forklift Solutions,3733.7756572867834,26042.8
VENT00407,2023-07-23,Crown,eléctrico,2500,4000,Neuquén,distribuidor,2024.0,usado,contado,Autoelevadores Norte,2635.8132614969645,28344.19
VENT00567,2023-07-27,Still,diésel,1800,3000,Córdoba,distribuidor,,nuevo,crédito,Grupo Industrial SA,,34697.57
VENT00737,2023-07-27,Hyster,diésel,3500,6000,Neuquén,,2015.0,usado,crédito,Potencia SRL,6281.778321192618,30420.39
VENT00228,2023-07-28,Toyota,eléctrico,3500,4700,Neuquén,empresa logística,2021.0,usado,contado,Potencia SRL,4760.042140820074,37086.28
VENT00573,2023-08-02,Crown,gas,1800,4700,Neuquén,particular,2022.0,usado,leasing,Forklift Solutions,4315.783359847788,14283.83
VENT01107,2023-08-02,Yale,eléctrico,1800,3000,Buenos Aires,particular,2024.0,reacondicionado,crédito,Potencia SRL,2640.3067474492595,25286.56
VENT00894,2023-08-03,Linde,diésel,2500,3000,Chubut,particular,2020.0,usado,,Autoelevadores Norte,3754.699309561911,21171.76
VENT01227,2023-08-04,Linde,gas,2500,3000,Córdoba,distribuidor,2022.0,usado,crédito,Potencia SRL,3920.451428506224,20269.67
VENT00678,2023-08-04,Hyster,gas,5000,4700,Mendoza,,2021.0,nuevo,crédito,Forklift Solutions,1844.7335664234727,66831.08
VENT00774,2023-08-04,Crown,diésel,3500,4700,Neuquén,distribuidor,2018.0,reacondicionado,leasing,Grupo Industrial SA,5806.873094701195,37420.9
VENT00824,2023-08-05,Still,gas,2500,4000,Neuquén,empresa logística,2021.0,nuevo,crédito,Potencia SRL,1822.3922675293059,39444.25
VENT00345,2023-08-05,Still,eléctrico,1800,3000,Neuquén,distribuidor,2016.0,reacondicionado,crédito,Forklift Solutions,6765.608418538981,20014.39
VENT00818,2023-08-06,Hyster,eléctrico,5000,4000,Neuquén,distribuidor,2019.0,reacondicionado,leasing,Grupo Industrial SA,3880.936275024585,50550.24
VENT00865,2023-08-09,Toyota,diésel,2500,4000,Buenos Aires,particular,2024.0,reacondicionado,leasing,Autoelevadores Norte,3377.3190640351004,31216.53
VENT00788,2023-08-09,Linde,eléctrico,2500,3000,Santa Fe,particular,2021.0,reacondicionado,crédito,Potencia SRL,2938.939694828441,29985.05
VENT01058,2023-08-10,Toyota,eléctrico,2500,6000,,empresa logística,2016.0,reacondicionado,leasing,Forklift Solutions,4799.424505365855,34128.02
VENT00556,2023-08-13,Linde,gas,5000,3000,Chubut,empresa logística,,usado,crédito,Potencia SRL,7031.892881309595,38146.2
VENT01128,2023-08-20,Still,diésel,2500,4700,Córdoba,distribuidor,2018.0,usado,contado,Autoelevadores Norte,4173.155449765104,22924.84
VENT00874,2023-08-20,Toyota,gas,2500,6000,Mendoza,,2023.0,usado,contado,Potencia SRL,6414.403794491071,22392.67
VENT00317,2023-08-21,Still,eléctrico,2500,4700,Buenos Aires,distribuidor,2024.0,usado,leasing,Grupo Industrial SA,4514.462958857694,29175.45
VENT00914,2023-08-21,Linde,diésel,2500,4000,Santa Fe,particular,2019.0,reacondicionado,crédito,Autoelevadores Norte,5010.558736018076,32905.95
VENT01230,2023-08-21,Crown,eléctrico,3500,3000,Córdoba,particular,2020.0,reacondicionado,leasing,Grupo Industrial SA,4637.806466020496,39487.5
VENT00675,2023-08-23,Still,gas,1800,3000,Mendoza,,,nuevo,contado,Potencia SRL,1116.9172224837514,35445.56
VENT00107,2023-08-23,Crown,eléctrico,3500,4700,Chubut,distribuidor,2017.0,reacondicionado,leasing,Autoelevadores Norte,6407.267188436435,37870.25
VENT00714,2023-08-25,Toyota,diésel,3500,3000,Buenos Aires,particular,2025.0,nuevo,leasing,Autoelevadores Norte,411.060703822704,45868.58
VENT00392,2023-08-26,Crown,eléctrico,1800,4000,Chubut,distribuidor,2024.0,nuevo,crédito,Grupo Industrial SA,743.170583055218,34505.28
VENT00846,2023-08-29,Still,gas,3500,3000,Mendoza,empresa logística,2018.0,usado,contado,Grupo Industrial SA,5463.654329394778,29459.05
VENT00527,2023-08-29,Linde,eléctrico,2500,4000,Córdoba,particular,2022.0,nuevo,leasing,Potencia SRL,,42343.73
VENT00131,2023-09-02,Yale,gas,3500,4000,Córdoba,particular,2015.0,usado,leasing,Forklift Solutions,,33232.54
VENT01083,2023-09-02,Toyota,eléctrico,5000,4700,Chubut,,2016.0,usado,crédito,Potencia SRL,4707.36637608829,47792.49
VENT01064,2023-09-02,Yale,eléctrico,3500,4000,Buenos Aires,particular,2017.0,usado,crédito,Grupo Industrial SA,,34174.96
VENT00512,2023-09-03,Crown,diésel,1800,4000,,particular,2016.0,reacondicionado,crédito,Potencia SRL,3653.367413526502,21397.54
VENT00836,2023-09-04,Yale,gas,2500,3000,Córdoba,particular,2019.0,usado,contado,Forklift Solutions,5804.859233896303,16963.11
VENT00955,2023-09-04,Crown,eléctrico,3500,3000,Santa Fe,empresa logística,2024.0,reacondicionado,contado,Forklift Solutions,1839.9728617132207,42280.8
VENT00329,2023-09-05,Toyota,eléctrico,3500,4000,Santa Fe,distribuidor,2016.0,usado,crédito,Forklift Solutions,6894.599072177577,27323.2
VENT01225,2023-09-05,Toyota,gas,2500,4700,Chubut,distribuidor,2020.0,nuevo,leasing,Forklift Solutions,1505.791023367874,49794.74
VENT00905,2023-09-08,Still,gas,3500,3000,Buenos Aires,empresa logística,2023.0,usado,crédito,Potencia SRL,2842.7392034561267,34523.26
VENT01065,2023-09-08,Yale,diésel,3500,3000,Buenos Aires,empresa logística,2021.0,reacondicionado,contado,Autoelevadores Norte,5874.2010922878235,33491.98
VENT00805,2023-09-12,Toyota,eléctrico,3500,3000,Mendoza,particular,2017.0,usado,contado,Grupo Industrial SA,6388.4450957440295,33945.68
VENT00453,2023-09-12,Toyota,diésel,2500,4700,Chubut,empresa logística,2016.0,usado,leasing,Grupo Industrial SA,5147.074468488284,17104.65
VENT00925,2023-09-13,Still,gas,2500,4700,Córdoba,particular,,reacondicionado,crédito,Forklift Solutions,5455.930846056763,29509.17
VENT00692,2023-09-14,Crown,diésel,2500,4000,Chubut,empresa logística,2017.0,nuevo,crédito,Autoelevadores Norte,1785.7707439182516,42164.14
VENT01211,2023-09-15,Still,eléctrico,2500,6000,Buenos Aires,particular,2016.0,usado,,Autoelevadores Norte,6403.375702161213,25217.46
VENT00126,2023-09-16,Toyota,gas,3500,4000,Córdoba,particular,2022.0,usado,,Autoelevadores Norte,5099.056427224568,31717.3
VENT00098,2023-09-17,Toyota,eléctrico,2500,3000,Córdoba,distribuidor,2020.0,usado,leasing,Forklift Solutions,,22052.85
VENT01076,2023-09-17,Still,gas,3500,4700,Neuquén,distribuidor,2020.0,reacondicionado,contado,Potencia SRL,3514.2589755410813,41223.44
VENT00247,2023-09-18,Hyster,eléctrico,1800,6000,,particular,2025.0,reacondicionado,contado,Autoelevadores Norte,2679.324736314343,30256.97
VENT00398,2023-09-19,Still,diésel,5000,4000,Mendoza,particular,2025.0,nuevo,leasing,Forklift Solutions,270.90384362091015,64250.07
VENT00019,2023-09-23,Yale,eléctrico,2500,3000,Mendoza,empresa logística,2016.0,usado,crédito,Grupo Industrial SA,5432.686531931706,19597.24
VENT00655,2023-09-23,Yale,diésel,2500,4000,Buenos Aires,particular,2017.0,usado,crédito,Autoelevadores Norte,1038.0613654975007,29404.08
VENT01223,2023-09-24,Linde,diésel,5000,4000,Mendoza,distribuidor,2022.0,usado,crédito,Forklift Solutions,3567.6279339211324,44779.11
VENT00344,2023-09-26,Yale,gas,3500,3000,Chubut,distribuidor,2017.0,usado,crédito,Autoelevadores Norte,5052.62214328728,25895.58
VENT00988,2023-09-27,Still,diésel,2500,4700,Buenos Aires,distribuidor,,usado,contado,Forklift Solutions,4018.1588218690067,24786.55
VENT00916,2023-09-29,Toyota,gas,3500,4000,Neuquén,particular,2017.0,nuevo,crédito,Forklift Solutions,2763.306824399753,52000.39
VENT00568,2023-10-01,Hyster,diésel,3500,4700,Santa Fe,particular,2017.0,usado,contado,Grupo Industrial SA,4832.702683446919,28312.6
VENT00311,2023-10-03,Toyota,eléctrico,1800,4000,Córdoba,particular,,usado,,Forklift Solutions,5004.7047871847735,14584.29
VENT00739,2023-10-04,Hyster,gas,3500,6000,Córdoba,particular,2021.0,reacondicionado,leasing,Autoelevadores Norte,4736.871381201358,47776.55
VENT00040,2023-10-05,Hyster,gas,3500,3000,Chubut,distribuidor,2015.0,reacondicionado,contado,Grupo Industrial SA,4828.846944708274,31593.29
VENT00864,2023-10-06,Toyota,diésel,2500,4700,Neuquén,particular,2024.0,usado,leasing,Grupo Industrial SA,1869.382135040376,27516.01
VENT00427,2023-10-07,Hyster,diésel,2500,4000,Chubut,distribuidor,2016.0,reacondicionado,crédito,Forklift Solutions,4865.938113497199,26039.11
VENT01208,2023-10-14,Linde,eléctrico,2500,3000,,distribuidor,2019.0,usado,contado,Grupo Industrial SA,6957.685143882583,20146.23
VENT01000,2023-10-14,Still,eléctrico,3500,4000,Córdoba,particular,2024.0,usado,crédito,Autoelevadores Norte,4465.633861002776,35446.77
VENT00636,2023-10-16,Hyster,diésel,1800,4000,,particular,2025.0,usado,leasing,Potencia SRL,3558.277417091686,12055.22
VENT00416,2023-10-17,Still,diésel,2500,4000,,,2022.0,usado,leasing,Grupo Industrial SA,,21874.32
VENT00539,2023-10-20,Toyota,eléctrico,5000,4000,Buenos Aires,particular,2020.0,nuevo,contado,Potencia SRL,3139.927965706383,65729.27
VENT00809,2023-10-21,Toyota,eléctrico,1800,3000,Mendoza,,2021.0,usado,,Autoelevadores Norte,1590.4604943778643,19131.48
VENT01212,2023-10-22,Toyota,diésel,1800,3000,Córdoba,particular,2021.0,usado,leasing,Potencia SRL,,12910.36
VENT00832,2023-10-23,Toyota,eléctrico,3500,4000,Santa Fe,distribuidor,2019.0,usado,leasing,Autoelevadores Norte,4211.408101814356,29318.04
